Quote,Author,Book,Year,Category,Page,Source_Book_ID,Quote_Length,Import_Status,AI_Confidence,Notes
"Again, from that dynamic duo who brought you #4B and #17B, a collection of data concerning non-Earthbound phenomena of a similar non-nature.",,22,,Unknown,,22,140,,65.0,
A very readable survey of current scientific studies and explorations into the speed of light and faster-than-light travel and/or communication.,,22,,Unknown,,22,144,,62.0,
"Long before Sagan (#22A) was invited to assemble the Cosmos documentary series, he was intrigued by the subject of this book.",,22,,Unknown,,22,125,,61.25,
"In a highly ordered nation such as the United States, however, manipulation must often take more subtle and psychological forms.",,23,,Unknown,,23,128,,64.0,
"A political science textbook dealing with the study of power according to the definitions, maxims, and recommendations of Machiavelli.",,23,,Unknown,,23,134,,63.5,
"Individuals, episodes, organizations, governments, and ideologies from ancient times to the present are offered as case studies.",,23,,Unknown,,23,128,,60.0,
Advanced Medium Mobile Power Sources (AMMPS) (next- generation TEP sources) Phase 1 completed (multiple contractors build and test prototypes;,,238,,Unknown,,238,142,,64.5,
UNITED STATES ARMY ACQUISITION PHASE INVESTMENT COMPONENT Tactical Electric Power (TEP) Provides modernized tactical electric power sources for all services.,,238,,Unknown,,238,157,,58.75,
AMMPS Phase 2 design contract award (build pre-production units and conduct pre-production qualification test (PPQT)) Projected Activities • FY07:,,238,,Unknown,,238,146,,56.5,
"These represent the rational, logical, analytical mind and the nœtic psyche and storehouse of perceived eternal forms respectively.",,24,,Unknown,,24,131,,66.75,
"It is in the eternal ebb and flow, in the dynamic process - unending and without end - that the ultimate synthesis is found - not in a state of being.",,24,,Unknown,,24,150,,66.5,
"Magus Flowers, in his years of research into ancient Europe, has uncovered the key to the authentic pre-Christian wisdom of that subcontinent.",,24,,Unknown,,24,142,,64.5,
gross takeoff weight is more than 380 pounds and endurance is more than six hours on-station at a distance of 50 kilometers.,,244,,Unknown,,244,124,,57.0,
"A major acquisition success story, Shadow went from Milestone B to full-rate production decision in just 33 months.",,244,,Unknown,,244,115,,54.75,
The One System Ground Control Station (OSGCS) is also the only joint-certified GCS in the DOD.,,244,,Unknown,,244,94,,49.5,
"TWS II systems are silent, lightweight, compact, durable, battery powered thermal sight powered by commercial Lithium AA batteries.",,248,,Unknown,,248,131,,68.75,
"TWS II systems use forward looking infrared (FLIR) technology and provide a standard video output for training, image transfer or remote viewing.",,248,,Unknown,,248,145,,59.75,
AN/PAS-13(V)1 Light Weapon Thermal Sight (LWTS) for the M16 and M4 series rifles and carbines as well as the M136 Light Anti-Armor Weapon.,,248,,Unknown,,248,138,,56.5,
"Naval Air Warfare Center Aircraft Division (Patuxent River, MD) Unified Command Suite (UCS) Unified Command Suite Deployed for Katrina Response 255",,254,,Unknown,,254,147,,56.25,
"Wolf Coach, Inc., an L-3 Company (Auburn, MA) Communications system integrator:",,254,,Unknown,,254,79,,42.75,
Integration & fielding IPR Projected Activities • 4QFY07:,,254,,Unknown,,254,57,,37.25,
"It will move information in a manner that supports commanders, staff, and functional units while enabling the full mobility of large formations.",,258,,Unknown,,258,144,,60.0,
WIN-T will eventually completely replace the Joint Network Node network and a number of Current Force Systems as a single integrated network.,,258,,Unknown,,258,141,,58.75,
"It manages, prioritizes, and protects information in an uninterrupted means to get the right information to the right Soldier at the right time.",,258,,Unknown,,258,144,,54.0,
"Leviathan is generally presiding within the West, however I chose to address the obvious other areas of each prince.",,3-Commentary on Circle Casting,,Unknown,,3-Commentary_on_Circle_Casting,116,,61.0,
"Fire is generally Satan, or Shaitan which I am not attempting to alter beyond a means of controlling the elements within ones natural ability.",,3-Commentary on Circle Casting,,Unknown,,3-Commentary_on_Circle_Casting,142,,60.5,
"Shaitan is behind primarily to present a varied opinion of the Opposer, which is essentially the Shadow of Lucifer itself.",,3-Commentary on Circle Casting,,Unknown,,3-Commentary_on_Circle_Casting,122,,58.5,
"They are as unbalanced as the Scales that stir not, being fixed in the figure of Law above the Court House of a great City.",,31 hymns to the star goddess,,Unknown,,31 hymns to the star goddess,123,,68.75,
"Thus, whirling within Thee, our never-ending nuptial feast shall be celebrated, and a new System of Revolving Orbs be brought to birth.",,31 hymns to the star goddess,,Unknown,,31 hymns to the star goddess,135,,65.75,
"But even there the Lightning flameth, for I have loosed the fires of my being within the dark recess – in honour of the Storm and of Thine Infinite Body which I see not.",,31 hymns to the star goddess,,Unknown,,31 hymns to the star goddess,169,,63.75,
"By the combined knowledge of the part above with that below, the creating sword can be withdrawn or extended at human will.",,32 Emanations (1),,Unknown,,32 Emanations (1),123,,68.75,
"but, if a path is incorrectly used, the ""light"" of the path on the Tree of Life fades and consciousness may be tricked by the corresponding shell on the Tree of Death.",,32 Emanations (1),,Unknown,,32 Emanations (1),167,,66.25,
"All experiences are beneficial."" ""Attempt Geburah -- Greater powers of action from Tipheret consciousness tempt toward control.",,32 Emanations (1),,Unknown,,32 Emanations (1),127,,65.75,
"By the combined knowledge of the part above with that below, the creating sword can be withdrawn or extended at human will.",,32 Emanations,,Unknown,,32 Emanations,123,,68.75,
"but, if a path is incorrectly used, the ""light"" of the path on the Tree of Life fades and consciousness may be tricked by the corresponding shell on the Tree of Death.",,32 Emanations,,Unknown,,32 Emanations,167,,66.25,
"All experiences are beneficial."" ""Attempt Geburah -- Greater powers of action from Tipheret consciousness tempt toward control.",,32 Emanations,,Unknown,,32 Emanations,127,,65.75,
"When we do good works out of mindfulness and wisdom rather than out of ignorance, they are skilful dhammas without personal kamma.",,4 noble truths,,Unknown,,4 noble truths,130,,72.5,
"then morality, which is Right Effort, Right Mindfulness and Right Concentration — the balanced equanimous mind, emotional serenity.",,4 noble truths,,Unknown,,4 noble truths,131,,68.75,
"RIGHT EFFORT, RIGHT MINDFULNESS, RIGHT CONCENTRATION Right Effort, Right Mindfulness and Right Concentration refer to your spirit, your heart.",,4 noble truths,,Unknown,,4 noble truths,142,,68.5,
"It operates as an integral part of the brigade reconnaissance element, providing COLT and fire support mission planning and execution.",,42,,Unknown,,42,134,,59.5,
The Armored Knight is a M1117 Armored Security Vehicle (ASV)- based platform providing enhanced survivability and maneuverability.,,42,,Unknown,,42,130,,58.5,
"Delivery and fielding to 1st Cavalry, 3rd Infantry Division, 1st Infantry Division, and 82nd Airborne Division • FY09:",,42,,Unknown,,42,118,,52.5,
"Lastly, make certain that both your physician AND your herbalist are fully aware of all medications and/or herbal treatments you are using.",,47 simple herbal remedies,,Unknown,,47 simple herbal remedies,139,,62.75,
"This herb is a useful expectorant for coughs, bronchitis and pleurisy, especially when they are accompanied by fever, colds or influenza.",,47 simple herbal remedies,,Unknown,,47 simple herbal remedies,137,,62.25,
"Proven useful in asthma and whooping cough, it is also valuable in intestinal infections and effective in reducing high blood pressure.",,47 simple herbal remedies,,Unknown,,47 simple herbal remedies,135,,61.75,
The secret to understanding the correspondences is to recognize how the respective patriarchs perfected these character traits in their lives.,,50 Gates (1),,Unknown,,50 Gates (1),142,,60.5,
The counting is done backwards from the highest level to the lowest since prophecy is energy transferred from G-d to man.,,50 Gates (1),,Unknown,,50 Gates (1),121,,60.25,
These aspects correspond to the combinations of the 7 lower sefirot which are called midos or character qualities from the Hebrew.,,50 Gates (1),,Unknown,,50 Gates (1),130,,58.5,
The secret to understanding the correspondences is to recognize how the respective patriarchs perfected these character traits in their lives.,,50 Gates,,Unknown,,50 Gates,142,,60.5,
The counting is done backwards from the highest level to the lowest since prophecy is energy transferred from G-d to man.,,50 Gates,,Unknown,,50 Gates,121,,60.25,
These aspects correspond to the combinations of the 7 lower sefirot which are called midos or character qualities from the Hebrew.,,50 Gates,,Unknown,,50 Gates,130,,58.5,
CMA is also responsible for emergency preparedness activities at chemical weapons storage depots;,,66,,Unknown,,66,97,,52.25,
"Complete destruction of recovered Chemical Agent Identification Sets at Pine Bluff, AR Projected Activities • 2QFY07:",,66,,Unknown,,66,117,,52.25,
"Begin destruction of binary neutralent in the Wet Air Oxidation system at Texas Molecular in Deer Park, TX • 3QFY07:",,66,,Unknown,,66,116,,52.0,
"Since that part of your mind is relaxed because of trance, you don't have any inhibitions about responding to irrational ideas;",,7 Success Secrets of Hypnotism Practice,,Unknown,,7 Success Secrets of Hypnotism Practice,127,,63.75,
You will have a much clearer understanding than you ever had about the nature of your conscious and subconscious mind.,,7 Success Secrets of Hypnotism Practice,,Unknown,,7 Success Secrets of Hypnotism Practice,118,,61.5,
"W.O.R.K."" But hard work alone is not enough if you work without knowledge or without an awareness of what your efforts are producing.",,7 Success Secrets of Hypnotism Practice,,Unknown,,7 Success Secrets of Hypnotism Practice,133,,61.25,
"Endowed with great wisdom, enthusiastic for science and the arts, capable of undertaking and accomplishing the most difficult things.",,72 Fold Name of God,,Unknown,,72 Fold Name of God,133,,63.25,
Mumiah A divine talisman should be prepared under favorable influences with the name of the spirit on the reverse side.,,72 Fold Name of God,,Unknown,,72 Fold Name of God,119,,61.75,
"Discovers hidden treasure, reveals the greatest secrets of nature, causes the object of one's desire to be seen in dreams.",,72 Fold Name of God,,Unknown,,72 Fold Name of God,122,,60.5,
