New_ID,Title,Title_Display,Alternate Title,Author,Year,Century,Category,Subcategory,Tradition,Keywords,Difficulty,Language,Public Domain,Short Description,Long Description,PDF_File_Name,PDF_Drive_Link,Cover_Image,OCR_Status,AI_Ready,Quote_1,Quote_2,Quote_3,Quote_Page,Featured,Daily_Wisdom_Eligible,Quest_Eligible,Notes,Preview_PDF_Drive_Link,Preview_Ready,Preview_Page_Count
FL_0059,Introduction_to_Sex_Magick,Introduction To Sex Magick,,,,,,,,,,,,,,Introduction_to_Sex_Magick.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnb2U0cDdtN0xSN0U/view?usp=drivesdk&resourcekey=0-Gf7wGbrSofcgnHay_gBFww,,,,,,,,,,,,https://drive.google.com/file/d/1GSEevvmREbzdZNwZWWdVdm4cT2YyRtA_/view?usp=sharing,True,10.0
FL_0060,Cacodemonic_Copulations,Cacodemonic Copulations,,,,,,,,,,,,,,Cacodemonic_Copulations.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMjFmbEt2LVJPeFk/view?usp=drivesdk&resourcekey=0-Oxrc-0kclJMsMTDNhaZwwQ,,,,,,,,,,,,https://drive.google.com/file/d/1nU0k98drcyL000r9UccCME4jVvfHH5D1/view?usp=sharing,True,10.0
FL_0061,Erotognosis,Erotognosis,,,,,,,,,,,,,,Erotognosis.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mncE1yemFScEFtd1U/view?usp=drivesdk&resourcekey=0-ztG_v_rmC-cFSF-zZ8GTYw,,,,,,,,,,,,https://drive.google.com/file/d/1BWY-RitALQYi0_BzGOW2QZtNiq4LKyQ-/view?usp=sharing,True,10.0
FL_0062,Cthulhuoid_Copulations,Cthulhuoid Copulations,,,,,,,,,,,,,,Cthulhuoid_Copulations.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mncWtDbnkxdEpBS2s/view?usp=drivesdk&resourcekey=0-Fk6DGUmd26M9n9LhsiQ9Jw,,,,,,,,,,,,https://drive.google.com/file/d/1NYxkyovsTArLQAXAFSBNZmPI0GhhinbQ/view?usp=sharing,True,10.0
FL_0063,Bitter_Venoms,Bitter Venoms,,,,,,,,,,,,,,Bitter_Venoms.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnRHh5WGZBSG4tcUk/view?usp=drivesdk&resourcekey=0-qLbEDWoyNDOy9W26NDsB3Q,,,,,,,,,,,,https://drive.google.com/file/d/1-vIa1yQtAiGOukfjqIk42mmbkc60XB7J/view?usp=sharing,True,10.0
FL_0064,Adoration_of_the_Lingam,Adoration Of The Lingam,,,,,,,,,,,,,,Adoration_of_the_Lingam.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMzBTbGJiU2ZuaEk/view?usp=drivesdk&resourcekey=0-2DlPeW8A-tAGOjLcXYnVGg,,,,,,,,,,,,https://drive.google.com/file/d/1KxqWq_KuGLHa5-FE6-hBzG7G3mOSU3t1/view?usp=sharing,True,10.0
FL_0065,Xeper_-_The_Eternal_Word_of_Set,Xeper - The Eternal Word Of Set,,,,,,,,,,,,,,Xeper_-_The_Eternal_Word_of_Set.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnYk9maXlXMGtwaVU/view?usp=drivesdk&resourcekey=0-Ng5M41plPvf15hZGyDFxfQ,,,,,,,,,,,,https://drive.google.com/file/d/18raEtTebwy4P2cRJm1pAlLV0Q1wZfxvJ/view?usp=sharing,True,10.0
FL_0066,Within_and_Beyond,Within And Beyond,,,,,,,,,,,,,,Within_and_Beyond.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnVms4dVoxVklpOFE/view?usp=drivesdk&resourcekey=0-H673OmABeAuTCkGLIXULag,,,,,,,,,,,,https://drive.google.com/file/d/1Ua9v89Bvfv918QZEGjPfxTBzMsEtAtiX/view?usp=sharing,True,10.0
FL_0067,The Alchemist of the Golden Dawn,The Alchemist Of The Golden Dawn,,,,,,,,,,,,,,The Alchemist of the Golden Dawn.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnOU15UERJMmJXOFk/view?usp=drivesdk&resourcekey=0-nRUnNsZ0BQMjCNWth192TA,,,,,,,,,,,,https://drive.google.com/file/d/1FN9oO-bFWlf9kNj4skAXa7cMMrv-V5ef/view?usp=sharing,True,10.0
FL_0068,Uncle_Setnakt_Sez_-_Why_We_Bother_to_Deal_with_Society,Uncle Setnakt Sez - Why We Bother To Deal With Society,,,,,,,,,,,,,,Uncle_Setnakt_Sez_-_Why_We_Bother_to_Deal_with_Society.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnVFJNSHZmV1BfaDQ/view?usp=drivesdk&resourcekey=0-qE3Vw520Ur9P4Ks1Gygaxg,,,,,,,,,,,,https://drive.google.com/file/d/1YafMXJ-VIZDRaMsUb8usiR5CefvnmIFF/view?usp=sharing,True,10.0
FL_0069,Uncle_Setnakt_Sez_-_Practice_Divinity_in_Your_Own_Life,Uncle Setnakt Sez - Practice Divinity In Your Own Life,,,,,,,,,,,,,,Uncle_Setnakt_Sez_-_Practice_Divinity_in_Your_Own_Life.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnc293b0ZKVkZDVW8/view?usp=drivesdk&resourcekey=0-OFOk98P_LRx1d0vF8J9sqA,,,,,,,,,,,,https://drive.google.com/file/d/1h1K8X9RAy_L7nf3V0euJwgORr9bOzb17/view?usp=sharing,True,10.0
FL_0070,Uncle_Setnakt_Sez_-_The_Heroic_Society,Uncle Setnakt Sez - The Heroic Society,,,,,,,,,,,,,,Uncle_Setnakt_Sez_-_The_Heroic_Society.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mndElTTXFvWV9hc1U/view?usp=drivesdk&resourcekey=0-X4br5UvnSg_4oxvY4grdNw,,,,,,,,,,,,https://drive.google.com/file/d/1NJBBfLxrAVLQNILRjerz1pY1cs0WrIqS/view?usp=sharing,True,10.0
FL_0071,Uncle_Setnakt_Sez_-_Understanding_Darkness,Uncle Setnakt Sez - Understanding Darkness,,,,,,,,,,,,,,Uncle_Setnakt_Sez_-_Understanding_Darkness.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnRWxfb20tMW9BSWs/view?usp=drivesdk&resourcekey=0-eOdF8nNkc7lCWbZadz6tcg,,,,,,,,,,,,https://drive.google.com/file/d/1Jz7O5zDqB8e-kp3RMudyz746H8zJMVcl/view?usp=sharing,True,10.0
FL_0072,Thoughts_on_Seth,Thoughts On Seth,,,,,,,,,,,,,,Thoughts_on_Seth.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnT2NreHFxaGVQYUk/view?usp=drivesdk&resourcekey=0-gCJDCAZseyPLCNRgvB01Bw,,,,,,,,,,,,https://drive.google.com/file/d/15iSdVKBUD-Eb8UCv9y6nabdWN5UrM7lt/view?usp=sharing,True,10.0
FL_0073,Uncle_Setnakt_Sez_-_Become_Evil_and_Rule_the_World1,Uncle Setnakt Sez - Become Evil And Rule The World1,,,,,,,,,,,,,,Uncle_Setnakt_Sez_-_Become_Evil_and_Rule_the_World1.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnVHJZVS1Ta3hfTkE/view?usp=drivesdk&resourcekey=0-Sw2hw1wQEYRa91mcj2PI-Q,,,,,,,,,,,,https://drive.google.com/file/d/11I2Nt8kggbOdZIWlX-64ujclV7hzup3X/view?usp=sharing,True,10.0
FL_0074,Uncle_Setnakt_Sez_-_Timing_in_Greater_and_Lesser_Black_Magic,Uncle Setnakt Sez - Timing In Greater And Lesser Black Magic,,,,,,,,,,,,,,Uncle_Setnakt_Sez_-_Timing_in_Greater_and_Lesser_Black_Magic.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnX2Z5ak1vb1pxLXM/view?usp=drivesdk&resourcekey=0-Aa3QjJOHp8yIGa4bvSkmhA,,,,,,,,,,,,https://drive.google.com/file/d/1KtXluKwoiPsaAQ-DXoYILjVnfUgLW-2v/view?usp=sharing,True,10.0
FL_0075,Uncle_Setnakt_Sez_-_Perform_a_Ritual_Toasting,Uncle Setnakt Sez - Perform A Ritual Toasting,,,,,,,,,,,,,,Uncle_Setnakt_Sez_-_Perform_a_Ritual_Toasting.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnd0NWU291ajBiQVU/view?usp=drivesdk&resourcekey=0-pL420p-LMNFP5VbjmuO2qQ,,,,,,,,,,,,https://drive.google.com/file/d/1PuCucMrBGY2Aof-PhSK39roAYjpXrzID/view?usp=sharing,True,10.0
FL_0076,Uncle_Setnakt_Sez_-_Become_Evil_and_Rule_the_World2,Uncle Setnakt Sez - Become Evil And Rule The World2,,,,,,,,,,,,,,Uncle_Setnakt_Sez_-_Become_Evil_and_Rule_the_World2.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mndDFsNWo0Mm9sSWs/view?usp=drivesdk&resourcekey=0-Egdy0n998J_vJu44RQQqIw,,,,,,,,,,,,https://drive.google.com/file/d/1WP3RQg_EI30gptN5icqVpNIqKAtiGWyY/view?usp=sharing,True,10.0
FL_0077,The_God_Set,The God Set,,,,,,,,,,,,,,The_God_Set.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnbmxEMXVycVFyeWM/view?usp=drivesdk&resourcekey=0-BTvVqThECw2bjfzqqfQLNA,,,,,,,,,,,,https://drive.google.com/file/d/1KyysJ-4c7FSe8uQpPhzns95AMb7Ib-_T/view?usp=sharing,True,10.0
FL_0078,Technicians_Guide_to_the_Left_Hand_Path,Technicians Guide To The Left Hand Path,,,,,,,,,,,,,,Technicians_Guide_to_the_Left_Hand_Path.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnUG80NjlsUHdDeTQ/view?usp=drivesdk&resourcekey=0-TxLoUE7i32l0IU3ajpZBkg,,,,,,,,,,,,https://drive.google.com/file/d/1c1gjRYNfELenFekXQlvcxSHf8WESiHhh/view?usp=sharing,True,10.0
FL_0079,Symbolism,Symbolism,,,,,,,,,,,,,,Symbolism.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnTkd6Y2FDX0hNZjg/view?usp=drivesdk&resourcekey=0-v_c2NSKEufCfxGLEJPVTAA,,,,,,,,,,,,https://drive.google.com/file/d/1ckQmbIF_judi0udSSOJ1ewS8pODa6W6h/view?usp=sharing,True,10.0
FL_0080,Seven_Yogas_for_Postmoderns,Seven Yogas For Postmoderns,,,,,,,,,,,,,,Seven_Yogas_for_Postmoderns.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMVVmeDk0cHZtcjQ/view?usp=drivesdk&resourcekey=0-oPbXP7uGZh3OFu0d4GXwLw,,,,,,,,,,,,https://drive.google.com/file/d/1tBkYifK9NcQ-ZvAyja43M3nY2B7p5yKz/view?usp=sharing,True,10.0
FL_0081,Spell_for_Crossing_the_Desert,Spell For Crossing The Desert,,,,,,,,,,,,,,Spell_for_Crossing_the_Desert.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnSjJhM3J1c1puYU0/view?usp=drivesdk&resourcekey=0-BZ66l0An1bnDKFfUWHP4qg,,,,,,,,,,,,https://drive.google.com/file/d/1E2cZjNG0uYXkZ3gkMAF0m4mUSWbLp5R5/view?usp=sharing,True,10.0
FL_0082,Six_Ways_of_Knowledge,Six Ways Of Knowledge,,,,,,,,,,,,,,Six_Ways_of_Knowledge.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnTWRIV2xfeHBWU28/view?usp=drivesdk&resourcekey=0--A7F_i2P2GYwX9FaAFlHJw,,,,,,,,,,,,https://drive.google.com/file/d/1HsdyxNslSHWAuwKgfuK8SLpuJ72zD-Oc/view?usp=sharing,True,10.0
FL_0083,Set_it_Straight,Set It Straight,,,,,,,,,,,,,,Set_it_Straight.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnUlFPMXBHOHBfOVE/view?usp=drivesdk&resourcekey=0-o-ka6ogHwXUHRpYswqcwfw,,,,,,,,,,,,https://drive.google.com/file/d/1_AlVMV3bvVxiydsdzrDg-wNt-yyiDtLn/view?usp=sharing,True,10.0
FL_0084,Set_in_Egyptian_Theology,Set In Egyptian Theology,,,,,,,,,,,,,,Set_in_Egyptian_Theology.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnOHlvZTBGcjFTLUU/view?usp=drivesdk&resourcekey=0-oKZ9UKqh_zHrj9VpjRdyXQ,,,,,,,,,,,,https://drive.google.com/file/d/1NiU56BvIpxaZHIPwGgNFJjN8-nXQzZ-w/view?usp=sharing,True,10.0
FL_0085,Setian_Divination,Setian Divination,,,,,,,,,,,,,,Setian_Divination.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnTnhEVGpDQ2xxVmc/view?usp=drivesdk&resourcekey=0-1zPNEGfBiVvHj_bNKWdqtA,,,,,,,,,,,,https://drive.google.com/file/d/19qvnWILDg0Bu43oj7U-6VsrwaaDUDiEv/view?usp=sharing,True,10.0
FL_0086,Seth_in_the_Magickal_Texts,Seth In The Magickal Texts,,,,,,,,,,,,,,Seth_in_the_Magickal_Texts.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnd2xGWWpuTUxYa0U/view?usp=drivesdk&resourcekey=0-NZ-mx3Ibb-qfznfECpSrVA,,,,,,,,,,,,https://drive.google.com/file/d/1bl3Xm-oiqprz1Qdh4MmTqSlJYzOQ-D7R/view?usp=sharing,True,10.0
FL_0087,Secrets_and_How_to_Keep_Them,Secrets And How To Keep Them,,,,,,,,,,,,,,Secrets_and_How_to_Keep_Them.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mncXYzR3N5Nk5lekU/view?usp=drivesdk&resourcekey=0-F5DSKTNWKpAxHZpVT2b15Q,,,,,,,,,,,,https://drive.google.com/file/d/1QX5E5F0A3SxrYZ5tpumbjv1RfTMH-4mv/view?usp=sharing,True,10.0
FL_0088,Sapphire_Tablet_of_Set,Sapphire Tablet Of Set,,,,,,,,,,,,,,Sapphire_Tablet_of_Set.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnN2FoV3kwVjZ2ZE0/view?usp=drivesdk&resourcekey=0-Zlh_nOYyNx4pV3_3HAAAlw,,,,,,,,,,,,https://drive.google.com/file/d/1JCQIWelw2IE7ivXEU530Q6HV6TiwDEmQ/view?usp=sharing,True,10.0
FL_0089,Runa,Runa,,,,,,,,,,,,,,Runa.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZFk4VDR5TkFGTE0/view?usp=drivesdk&resourcekey=0-Zjn8rLc45ksBuPm8ZHHBgA,,,,,,,,,,,,https://drive.google.com/file/d/1mk-PtRxAmzidVJv6djUEhl33J3Qy5nUB/view?usp=sharing,True,10.0
FL_0090,Resources,Resources,,,,,,,,,,,,,,Resources.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnT1lHUHJXWFJkbTA/view?usp=drivesdk&resourcekey=0-7SkJAIXyDjbehYXPoXcscw,,,,,,,,,,,,https://drive.google.com/file/d/1oCt0IBfn0tILQdnltrztnLptQR2OdzLJ/view?usp=sharing,True,10.0
FL_0091,Religious_Harrassment_at_Work,Religious Harrassment At Work,,,,,,,,,,,,,,Religious_Harrassment_at_Work.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnNmVQQkVhTm5aTHM/view?usp=drivesdk&resourcekey=0--KdCGpoEw-Kyor5jrbePOQ,,,,,,,,,,,,https://drive.google.com/file/d/1iwHffow69kEEfHNu9tixkMYnPrUCO69N/view?usp=sharing,True,10.0
FL_0092,Remanifest,Remanifest,,,,,,,,,,,,,,Remanifest.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnaVplUWwwYmNMNk0/view?usp=drivesdk&resourcekey=0-0jdZ0cSmfBKvKjxZmnoeLQ,,,,,,,,,,,,https://drive.google.com/file/d/1v1SHIv80Tss1f-fkfwJEhIZ3hBtYRO8a/view?usp=sharing,True,10.0
FL_0093,Patron_of_Sorcery,Patron Of Sorcery,,,,,,,,,,,,,,Patron_of_Sorcery.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mndjhhbWxDYko5b0U/view?usp=drivesdk&resourcekey=0-B8My8jHFEfM8hyf9GYKHpg,,,,,,,,,,,,https://drive.google.com/file/d/1dIRcqfuSKu0sHZPklQpkVFlJbnaHrAzA/view?usp=sharing,True,10.0
FL_0094,On_Set,On Set,,,,,,,,,,,,,,On_Set.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnejZVTWhSWWxoazA/view?usp=drivesdk&resourcekey=0-2z1Zi8KYtfZRsX1ZeEjaYg,,,,,,,,,,,,https://drive.google.com/file/d/1c24_86wAPbueZPJi0tMOYkDfik-wC-cJ/view?usp=sharing,True,10.0
FL_0095,On_Communication_with_Set,On Communication With Set,,,,,,,,,,,,,,On_Communication_with_Set.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWVpEblNYU3kwZjA/view?usp=drivesdk&resourcekey=0-dv76WPmo9w6hj-CL_v-1sA,,,,,,,,,,,,https://drive.google.com/file/d/10YwAi9mF807uWDg6o0HF-Xb-6xujifjI/view?usp=sharing,True,10.0
FL_0096,Onyx_Tablet_of_Set,Onyx Tablet Of Set,,,,,,,,,,,,,,Onyx_Tablet_of_Set.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnVk5UZXJBaEVnSEE/view?usp=drivesdk&resourcekey=0-zIxKr4G-yhYGKrwNHNGQeA,,,,,,,,,,,,https://drive.google.com/file/d/1-SexyUHIItr7vDfNMw2KrYoIlZsRccfc/view?usp=sharing,True,10.0
FL_0097,Lesser_Absorbing_Ritual_of_the_Pentagram_of_Set,Lesser Absorbing Ritual Of The Pentagram Of Set,,,,,,,,,,,,,,Lesser_Absorbing_Ritual_of_the_Pentagram_of_Set.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZmx3clQxYy1EN1k/view?usp=drivesdk&resourcekey=0-fFVSFUyNfsuO6Js9qwYNhg,,,,,,,,,,,,https://drive.google.com/file/d/137lPScF1XvEHuzZFrvup5CPni9sc3eO9/view?usp=sharing,True,10.0
FL_0098,Introduction_to_the_Seven_Faces_of_Darkness,Introduction To The Seven Faces Of Darkness,,,,,,,,,,,,,,Introduction_to_the_Seven_Faces_of_Darkness.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnSkxZT0c4SXFuMFU/view?usp=drivesdk&resourcekey=0-vmX-ycEQdfCfAMb0JLu8NA,,,,,,,,,,,,https://drive.google.com/file/d/1ajnWL4QOoJTMATcSQ0Ae7VBk81OTZE6E/view?usp=sharing,True,10.0
FL_0099,General_Information_Letter,General Information Letter,,,,,,,,,,,,,,General_Information_Letter.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mndmh5ZGx1VFhwbjQ/view?usp=drivesdk&resourcekey=0-qtBMPjdodWx_oRSm9MOPyQ,,,,,,,,,,,,https://drive.google.com/file/d/1J98vSMMUgQGjb8vL9zpRyY-xNrH2Dz-M/view?usp=sharing,True,10.0
FL_0100,Essent_into Essence,Essent Into Essence,,,,,,,,,,,,,,Essent_into Essence.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMnhqVmZXTUV4WXM/view?usp=drivesdk&resourcekey=0-KlBeWO7TZKR8lY_OUJ4Cow,,,,,,,,,,,,https://drive.google.com/file/d/1TyZ06mv-vuIXAPud4ZtvYqf8SN0fV0sF/view?usp=sharing,True,10.0
FL_0101,Diabolicon,Diabolicon,,,,,,,,,,,,,,Diabolicon.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZmxyaXB6U2gtV0k/view?usp=drivesdk&resourcekey=0-HyqIxRE_mrNyvdCqG6YlHA,,,,,,,,,,,,https://drive.google.com/file/d/1Hi1EkkxuEJ4snHPzZ2-ZqYc__o_5k9W4/view?usp=sharing,True,10.0
FL_0102,Commentary_on_the_Seal_of_the_Nine_Angles,Commentary On The Seal Of The Nine Angles,,,,,,,,,,,,,,Commentary_on_the_Seal_of_the_Nine_Angles.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnOFR6aHB1Vi03S1k/view?usp=drivesdk&resourcekey=0-kU-d9-35kW-TLKIXOOfrLw,,,,,,,,,,,,https://drive.google.com/file/d/1A30Fdh_mBsmYubcurC6EC_xgKrWNoGle/view?usp=sharing,True,10.0
FL_0103,Crossing_the_Desert,Crossing The Desert,,,,,,,,,,,,,,Crossing_the_Desert.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mncVRTS0JkbkgtZ00/view?usp=drivesdk&resourcekey=0-Yv3y86bF_XL7UE8hBBudIw,,,,,,,,,,,,https://drive.google.com/file/d/1NCWBHaTcu_jNHwuaRr-Wqc8F_5UwuFU4/view?usp=sharing,True,10.0
FL_0104,Balanones_Temple_of_Set_REF,Balanones Temple Of Set Ref,,,,,,,,,,,,,,Balanones_Temple_of_Set_REF.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnUFhGWFN1clFxZzA/view?usp=drivesdk&resourcekey=0-Ds1Ti0B8jTxJOcpoK1mQdA,,,,,,,,,,,,https://drive.google.com/file/d/1PW31JGwjSJcn8gX8Rw3um2Qws3BCv4yX/view?usp=sharing,True,10.0
FL_0105,Balanones_Temple_of_Set_FAQ,Balanones Temple Of Set Faq,,,,,,,,,,,,,,Balanones_Temple_of_Set_FAQ.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnb1M2ck5FV3ZpdnM/view?usp=drivesdk&resourcekey=0-a0i1yvSSH41_jGb_h-UOvQ,,,,,,,,,,,,https://drive.google.com/file/d/1_JJ1RRlz6fePfWL073U0QQ_MCwq2swwP/view?usp=sharing,True,10.0
FL_0106,Antinomianism,Antinomianism,,,,,,,,,,,,,,Antinomianism.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnR1U0Z3B3VjFnQ1U/view?usp=drivesdk&resourcekey=0-aqZCeFOCFivvMDPFthF2wQ,,,,,,,,,,,,https://drive.google.com/file/d/1waVfEd6bnMs4GK6H48KFvWxaps_z0Cb1/view?usp=sharing,True,10.0
FL_0107,Wotan_-_The_Road_to_Valhalla,Wotan - The Road To Valhalla,,,,,,,,,,,,,,Wotan_-_The_Road_to_Valhalla.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnaEY1UDFDTHZJcW8/view?usp=drivesdk&resourcekey=0-ZceZpoxDAUrXH4ALBKRfcg,,,,,,,,,,,,https://drive.google.com/file/d/1oWpQM0GpPkWXaeOb-E5uvbZcqF_1PyDv/view?usp=sharing,True,10.0
FL_0108,Walking-Dead_-_Draugr,Walking-Dead - Draugr,,,,,,,,,,,,,,Walking-Dead_-_Draugr.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWmVzVUZlc2JBZW8/view?usp=drivesdk&resourcekey=0-aiVogi-zQhywyrXuxd9Qbg,,,,,,,,,,,,https://drive.google.com/file/d/14mBDPr596WcXiR-s1ghVhxMWbdjmYL9s/view?usp=sharing,True,10.0
FL_0109,Warlock_-_Etymology,Warlock - Etymology,,,,,,,,,,,,,,Warlock_-_Etymology.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZWsyX3g5ZUE1Nzg/view?usp=drivesdk&resourcekey=0-_8oMSSNxN2Z3AicLQSemgA,,,,,,,,,,,,https://drive.google.com/file/d/16xJWZG6Ih53zcfxXTLUwm8D_zTOLzvi1/view?usp=sharing,True,10.0
FL_0110,The Adventures of Rob Roy by James Grant,The Adventures Of Rob Roy By James Grant,,,,,,,,,,,,,,The Adventures of Rob Roy by James Grant.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnNGRpMS1aanlJN1k/view?usp=drivesdk&resourcekey=0-XoPZEwOPrHNeOKHSMa0tkA,,,,,,,,,,,,https://drive.google.com/file/d/1BKoK73iblg_6URLQChc0qjPuL-q3KNM7/view?usp=sharing,True,10.0
FL_0111,Tree_Cults_in_Northern_Magic,Tree Cults In Northern Magic,,,,,,,,,,,,,,Tree_Cults_in_Northern_Magic.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnRVM3TDQ3QXBLSTQ/view?usp=drivesdk&resourcekey=0-tWclKiJLWEmqarCqIQmG0g,,,,,,,,,,,,https://drive.google.com/file/d/1o-J6IrnSfkdTIcaZXiIHaX2CoPUP4pOL/view?usp=sharing,True,10.0
FL_0112,Spae-Craft_Seidr_and_Shamanism,Spae-Craft Seidr And Shamanism,,,,,,,,,,,,,,Spae-Craft_Seidr_and_Shamanism.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnM01WQ3JnQzNHSDQ/view?usp=drivesdk&resourcekey=0-vZ8quiTSLdGHDlEkl-TEiw,,,,,,,,,,,,https://drive.google.com/file/d/1TMsqKkeK_Oc6Iye59mDRXW0TFA6E5XZz/view?usp=sharing,True,10.0
FL_0113,Shamanism_&_Odin,Shamanism & Odin,,,,,,,,,,,,,,Shamanism_&_Odin.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnQUo4TXBROEctUVE/view?usp=drivesdk&resourcekey=0-9R0b7pfYYZIcQHt1Os1STg,,,,,,,,,,,,https://drive.google.com/file/d/14p4mT-U_SlDH3KFQ916nL5Ml_7t_9O3H/view?usp=sharing,True,10.0
FL_0114,Seidr_Magic,Seidr Magic,,,,,,,,,,,,,,Seidr_Magic.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnVUQxMmJLblpmYTA/view?usp=drivesdk&resourcekey=0-rfOySCaQoLZXmoKyFLqWWg,,,,,,,,,,,,https://drive.google.com/file/d/1E6YeKrMJzsoc98PedDfSo3xOBeEWEoq6/view?usp=sharing,True,10.0
FL_0115,Seeds_of_the_World_Tree,Seeds Of The World Tree,,,,,,,,,,,,,,Seeds_of_the_World_Tree.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnYnR4cmdIWi1KbUU/view?usp=drivesdk&resourcekey=0-kgGGjc6QZNdwWVkaxJmG4g,,,,,,,,,,,,https://drive.google.com/file/d/1HExEirECP6Je2jHshXHXxagXzyURMc1z/view?usp=sharing,True,10.0
FL_0116,The Adventures of Anybody,The Adventures Of Anybody,,,,,,,,,,,,,,The Adventures of Anybody.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnS2xDazNuVXdCV2c/view?usp=drivesdk&resourcekey=0-11a6ur1Ab6bk-SBeb9h9-w,,,,,,,,,,,,https://drive.google.com/file/d/1MCKoNiax20mXGfbP9ucCfLHmSDrn-kE-/view?usp=sharing,True,10.0
FL_0117,Secret_of_the_Gothick_God_of_Darkness,Secret Of The Gothick God Of Darkness,,,,,,,,,,,,,,Secret_of_the_Gothick_God_of_Darkness.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnTlA0RkFMR3FzM3M/view?usp=drivesdk&resourcekey=0-XY4kbidnJZ34LPRQIUE0Nw,,,,,,,,,,,,https://drive.google.com/file/d/1eb-rfNweK6Jm1lx9oI3Jml6hIgDrI_K8/view?usp=sharing,True,10.0
FL_0118,Prose_Edda2,Prose Edda2,,,,,,,,,,,,,,Prose_Edda2.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnaGNadzZIZ1B2bFE/view?usp=drivesdk&resourcekey=0-Jbuxt3892KBK8F3UbJ4YWw,,,,,,,,,,,,https://drive.google.com/file/d/1yFKP9s6ZPbEA5aWTmhBtIRQcCcl01GiK/view?usp=sharing,True,10.0
FL_0119,Prose_Edda,Prose Edda,,,,,,,,,,,,,,Prose_Edda.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWWtWaFlmMXZoamc/view?usp=drivesdk&resourcekey=0-PeWM2161OmtrVwk4f00X4g,,,,,,,,,,,,https://drive.google.com/file/d/18XkQqf9Tqkd_STxbyTy6ev2mzwi2sghj/view?usp=sharing,True,10.0
